YNSM_NO,YNSM_CUST,ynsd_prod,ynsd_qty,ynsd_amt,YN_DATE
S2270059            ,A0479     ,PS051E5DY03000000001,5,143636.36,7/11/2022
S2270059            ,A0479     ,PS051E5DW01000000001,5,143636.36,7/11/2022
S2270059            ,A0479     ,PS051E5DG04000000001,2,143636.36,7/11/2022
S2270059            ,A0479     ,PS051E5DR18000000001,2,143636.36,7/11/2022
S2270059            ,A0479     ,PS051E5DR47000000001,2,143636.36,7/11/2022
S2270060            ,A0319     ,PS051C8DY03000000001,4,200000,7/11/2022
S2270060            ,A0319     ,PS051C8DL06000000001,2,200000,7/11/2022
S2270060            ,A0319     ,PS051C8DW01000000001,2,200000,7/11/2022
S2270060            ,A0319     ,PS051C8DS05000000001,3,200000,7/11/2022
S2270060            ,A0319     ,PS051C8DB07000000001,2,205000,7/11/2022
S2270060            ,A0319     ,PS05201DS05000000001,6,260909.09,7/11/2022
S2270061            ,A0213     ,PS051E4DB07000000001,96,138636.36,7/11/2022
S2270062            ,A0181     ,PS051C8DB07000000001,48,185000,7/11/2022
S2270063            ,A0552     ,PS051E5DB07000000001,4,155909.09,7/11/2022
S2270063            ,A0552     ,PS051E5DLG6000000001,5,155909.09,7/11/2022
S2270063            ,A0552     ,PS051E5DW13000000001,5,150909.09,7/11/2022
S2270063            ,A0552     ,PS051E5DY03000000001,5,150909.09,7/11/2022
S2270063            ,A0552     ,PS051E5DY04000000001,5,150909.09,7/11/2022
S2270063            ,A0552     ,PS051E5DS05000000001,3,150909.09,7/11/2022
S2270063            ,A0552     ,PS051E5DG04000000001,2,150909.09,7/11/2022
S2270063            ,A0552     ,PS05267DB07000000G01,2,345909.09,7/11/2022
S2270063            ,A0552     ,PS05267DLA8000000G01,2,345909.09,7/11/2022
S2270063            ,A0552     ,PS05267DS05000000G01,2,340909.09,7/11/2022
S2270044            ,A0183     ,PS051C8DB07000000001,7,185000,7/9/2022
S2270044            ,A0183     ,PS051C8DLG6000000001,7,185000,7/9/2022
S2270044            ,A0183     ,PS051C8DG63000000001,3,185000,7/9/2022
S2270044            ,A0183     ,PS051C8DS05000000001,4,180000,7/9/2022
S2270044            ,A0183     ,PS051C8DR21000000001,10,180000,7/9/2022
S2270044            ,A0183     ,PS051C8DY03000000001,5,180000,7/9/2022
S2270044            ,A0183     ,PS051C8DR11000000001,4,180000,7/9/2022
S2270044            ,A0183     ,PS051C8D015000000001,4,180000,7/9/2022
S2270044            ,A0183     ,PS051C8DL06000000001,4,180000,7/9/2022
S2270044            ,A0183     ,PS051E5DG04000000001,5,143636.36,7/9/2022
S2270045            ,A0274     ,PS051C8DB07000000001,15,205000,7/9/2022
S2270045            ,A0274     ,PS051C8DLG6000000001,9,205000,7/9/2022
S2270045            ,A0274     ,PS051C8DL06000000001,8,200000,7/9/2022
S2270045            ,A0274     ,PS051C8DR11000000001,8,200000,7/9/2022
S2270045            ,A0274     ,PS051C8DY03000000001,8,200000,7/9/2022
S2270046            ,A0260     ,PS051C8DY03000000001,24,180000,7/9/2022
S2270046            ,A0260     ,PS051C8DW01000000001,12,180000,7/9/2022
S2270046            ,A0260     ,PS051C8DR01000000001,12,180000,7/9/2022
S2270047            ,A0286     ,PS051C8DB07000000001,12,185000,7/9/2022
S2270047            ,A0286     ,PS051C8DG63000000001,6,185000,7/9/2022
S2270047            ,A0286     ,PS051C8DLG6000000001,12,185000,7/9/2022
S2270047            ,A0286     ,PS051C8DB03000000001,12,180000,7/9/2022
S2270047            ,A0286     ,PS051C8DY03000000001,12,180000,7/9/2022
S2270047            ,A0286     ,PS051C8DS05000000001,12,180000,7/9/2022
S2270047            ,A0286     ,PS051C8D015000000001,6,180000,7/9/2022
S2270047            ,A0286     ,PS051C8DW01000000001,12,180000,7/9/2022
S2270047            ,A0286     ,PS051C8DR11000000001,6,180000,7/9/2022
S2270047            ,A0286     ,PS051C8DL06000000001,6,180000,7/9/2022
S2270048            ,A0678     ,PS051C8DB07000000001,48,185000,7/9/2022
S2270048            ,A0678     ,PS051C8DG63000000001,15,185000,7/9/2022
S2270048            ,A0678     ,PS051C8DLG6000000001,12,185000,7/9/2022
S2270048            ,A0678     ,PS051C8DS51000000001,10,185000,7/9/2022
S2270048            ,A0678     ,PS051C8DB03000000001,15,180000,7/9/2022
S2270048            ,A0678     ,PS051C8DW01000000001,5,180000,7/9/2022
S2270048            ,A0678     ,PS051C8D015000000001,5,180000,7/9/2022
S2270048            ,A0678     ,PS051C8DY03000000001,5,180000,7/9/2022
S2270048            ,A0678     ,PS051C8DR01000000001,5,180000,7/9/2022
S2270048            ,A0678     ,PS051C8DR21000000001,15,180000,7/9/2022
S2270050            ,A0690     ,PS051E4DR11000000001,24,140909.09,7/9/2022
S2270051            ,A0286     ,PS051E4DB07000000001,10,138636.36,7/9/2022
S2270051            ,A0286     ,PS051E4DLG6000000001,10,138636.36,7/9/2022
S2270051            ,A0286     ,PS051E4DR11000000001,5,133636.36,7/9/2022
S2270051            ,A0286     ,PS051E4DG04000000001,5,133636.36,7/9/2022
S2270051            ,A0286     ,PS051E4DY03000000001,24,133636.36,7/9/2022
S2270051            ,A0286     ,PS05310DB07000000F01,5,312272.73,7/9/2022
S2270051            ,A0286     ,PS05310DR11000000F01,3,307272.73,7/9/2022
S2270051            ,A0286     ,PS051AVDB07000000001,10,176818.18,7/9/2022
S2270051            ,A0286     ,PS051AVDS08000000001,3,176818.18,7/9/2022
S2270051            ,A0286     ,SXV02529SCA003001,100,35454.55,7/9/2022
S2270051            ,A0286     ,SXV02310SCA001001,10,35454.55,7/9/2022
S2270051            ,A0286     ,SXV02310SCA003001,30,35454.55,7/9/2022
S2270051            ,A0286     ,SXV02213SCA001001,30,35454.55,7/9/2022
S2270051            ,A0286     ,PS051AVDS51000000001,2,176818.18,7/9/2022
S2270052            ,A0647     ,PS05529DB07000000F01,4,296818.18,7/9/2022
S2270052            ,A0647     ,PS05529DR11000000F01,2,291818.18,7/9/2022
S2270052            ,A0647     ,PS05529DS01000000F01,6,291818.18,7/9/2022
S2270052            ,A0647     ,PS05267DB07000000G01,1,345909.09,7/9/2022
S2270052            ,A0647     ,PS05267DS05000000G01,1,340909.09,7/9/2022
S2270053            ,A0217     ,PS051C8DB07000000001,18,185000,7/9/2022
S2270053            ,A0217     ,PS051C8DLG6000000001,10,185000,7/9/2022
S2270053            ,A0217     ,PS051C8DG63000000001,7,185000,7/9/2022
S2270053            ,A0217     ,PS051C8DW01000000001,7,180000,7/9/2022
S2270053            ,A0217     ,PS051C8DS05000000001,3,180000,7/9/2022
S2270053            ,A0217     ,PS051C8DY03000000001,3,180000,7/9/2022
S2270054            ,A0663     ,PS051A1DB07000000001,8,214090.91,7/9/2022
S2270054            ,A0663     ,PS051A1DLG6000000001,3,214090.91,7/9/2022
S2270054            ,A0663     ,PS051A1DY03000000001,2,209090.91,7/9/2022
S2270054            ,A0663     ,PS051A1DW01000000001,1,213636.36,7/9/2022
S2270054            ,A0663     ,PS051B9DW01S08018001,6,175454.55,7/9/2022
S2270054            ,A0663     ,PS051C8DB07000000001,7,185000,7/9/2022
S2270054            ,A0663     ,PS051C8DLG6000000001,2,185000,7/9/2022
S2270054            ,A0663     ,SXV021CBSCA003002,10,48181.82,7/9/2022
S2270054            ,A0663     ,SXV021CBSCA001001,10,48181.82,7/9/2022
S2270054            ,A0663     ,SXV02342SCA001001,5,55454.55,7/9/2022
S2270054            ,A0663     ,SXV02342SCA003001,10,55454.55,7/9/2022
S2270055            ,A0663     ,PS051E5DB03000000001,5,150909.09,7/9/2022
S2270055            ,A0663     ,PS051E5DY03000000001,6,150909.09,7/9/2022
S2270055            ,A0663     ,PS051E5DLG6000000001,3,155909.09,7/9/2022
S2270056            ,A0678     ,PS051C8DB07000000001,24,185000,7/9/2022
S2270056            ,A0678     ,PS051C8DLG6000000001,12,185000,7/9/2022
S2270056            ,A0678     ,PS051C8DR21000000001,12,180000,7/9/2022
S2270057            ,A0253     ,PS053C1DW01B0051BG01,73,136363.64,7/9/2022
S2270058            ,A0724     ,PS053C1DW01B0051BG01,30,136363.64,7/9/2022
S2270039            ,A0443     ,PS05848DYC9B02313F01,4,312272.73,7/8/2022
S2270039            ,A0443     ,PS05848DYC9B02313G01,1,312272.73,7/8/2022
S2270039            ,A0443     ,PS05848DR03B02316G01,7,312272.73,7/8/2022
S2270039            ,A0443     ,PS05849DB01B03113G01,14,218181.82,7/8/2022
S2270039            ,A0443     ,PS05849DB07B03113G01,14,218181.82,7/8/2022
S2270040            ,A0443     ,PS05849DB07B03113F01,1,218181.82,7/8/2022
S2270041            ,A0574     ,PS051E4DR11000000001,12,133636.36,7/8/2022
S2270041            ,A0574     ,PS051E4DB03000000001,12,133636.36,7/8/2022
S2270041            ,A0574     ,PS051A1DR01000000001,10,209090.91,7/8/2022
S2270042            ,A0574     ,PS051A1DL06000000001,12,209090.91,7/8/2022
S2270042            ,A0574     ,PS051A1DR11000000001,6,209090.91,7/8/2022
S2270042            ,A0574     ,PS051A1DW01000000001,6,213636.36,7/8/2022
S2270042            ,A0574     ,PS051E5DY03000000001,7,143636.36,7/8/2022
S2270042            ,A0574     ,PS051E5DB03000000001,5,143636.36,7/8/2022
S2270042            ,A0574     ,PS051E5DR18000000001,2,143636.36,7/8/2022
S2270042            ,A0574     ,PS051E5DR01000000001,5,143636.36,7/8/2022
S2270042            ,A0574     ,PS051E5DW01000000001,5,143636.36,7/8/2022
S2270043            ,A0213     ,PS05849DB01B03113F01,5,218181.82,7/8/2022
S2270043            ,A0213     ,PS05849DB07B03113F01,11,218181.82,7/8/2022
S2270043            ,A0213     ,PS05849DB01B03113G01,24,218181.82,7/8/2022
S2270037            ,A0211     ,PS05529DS05000000F01,12,277272.73,7/7/2022
S2270038            ,A0213     ,PS051E4DS51000000001,20,138636.36,7/7/2022
S2270038            ,A0213     ,PS051E4DR11000000001,4,133636.36,7/7/2022
S2270031            ,A0616     ,PS051D2DL06000000001,1,104545.46,7/6/2022
S2270031            ,A0616     ,PS051CBDS09000000001,2,185000,7/6/2022
S2270031            ,A0616     ,PS051CBDR01000000001,1,180000,7/6/2022
S2270031            ,A0616     ,PS051E4DB07000000001,3,145909.09,7/6/2022
S2270031            ,A0616     ,PS051E4DRB1000000001,2,145909.09,7/6/2022
S2270031            ,A0616     ,PS051E4DG04000000001,2,140909.09,7/6/2022
S2270031            ,A0616     ,PS051E4DB03000000001,2,140909.09,7/6/2022
S2270031            ,A0616     ,PS051E5DB07000000001,1,155909.09,7/6/2022
S2270031            ,A0616     ,PS051E5DR47000000001,1,150909.09,7/6/2022
S2270031            ,A0616     ,PS051E5DW01000000001,1,150909.09,7/6/2022
S2270031            ,A0616     ,PS051E5DY04000000001,1,150909.09,7/6/2022
S2270031            ,A0616     ,PS051B9DB07S08016001,2,189545.46,7/6/2022
S2270031            ,A0616     ,PS051B9DLG6S08010001,1,189545.46,7/6/2022
S2270031            ,A0616     ,PS051B9DY04S08018001,1,184545.46,7/6/2022
S2270031            ,A0616     ,PS051B9DR01S08010001,1,184545.46,7/6/2022
S2270031            ,A0616     ,PS051B9DW01S08018001,2,184545.46,7/6/2022
S2270032            ,A0253     ,PS05849DB01B03113G01,8,218181.82,7/6/2022
S2270032            ,A0253     ,PS05849DB01B03113F01,7,218181.82,7/6/2022
S2270032            ,A0253     ,PS05849DB07B03113F01,5,218181.82,7/6/2022
S2270032            ,A0253     ,PS05848DR03B02316G01,10,312272.73,7/6/2022
S2270032            ,A0253     ,PS05848DR03B02316F01,10,312272.73,7/6/2022
S2270033            ,A0486     ,PS051A1DL06000000001,5,209090.91,7/6/2022
S2270033            ,A0486     ,PS051A1DS05000000001,5,209090.91,7/6/2022
S2270033            ,A0486     ,PS051A1DR11000000001,14,209090.91,7/6/2022
S2270034            ,A0548     ,PS05849DB01B03113G01,5,218181.82,7/6/2022
S2270034            ,A0548     ,PS05849DB07B03113G01,5,218181.82,7/6/2022
S2270034            ,A0548     ,PS05849DB01B03113F01,5,218181.82,7/6/2022
S2270034            ,A0548     ,PS05849DB07B03113F01,5,218181.82,7/6/2022
S2270034            ,A0548     ,PS05848DR03B02316F01,5,312272.73,7/6/2022
S2270034            ,A0548     ,PS05848DYC9B02313F01,5,312272.73,7/6/2022
S2270034            ,A0548     ,PS05848DR03B02316G01,5,312272.73,7/6/2022
S2270034            ,A0548     ,PS05848DYC9B02313G01,5,312272.73,7/6/2022
S2270035            ,A0536     ,PS05248DS01000000001,12,208181.82,7/6/2022
S2270036            ,A0536     ,PS05248DR11000000001,56,208181.82,7/6/2022
S2270036            ,A0536     ,PS05248DY03000000001,56,208181.82,7/6/2022
S2270025            ,A0404     ,PS05201DS05000000001,3,260909.09,7/5/2022
S2270025            ,A0404     ,PS05201DS01000000001,3,260909.09,7/5/2022
S2270025            ,A0404     ,PS05529DB07000000F01,4,296818.18,7/5/2022
S2270025            ,A0404     ,PS05529DLG6000000F01,1,296818.18,7/5/2022
S2270025            ,A0404     ,PS05267DS05000000G01,1,340909.09,7/5/2022
S2270025            ,A0404     ,SXV02529SCA003001,10,39090.91,7/5/2022
S2270026            ,A0274     ,PS051B9DB07S08016001,10,189545.46,7/5/2022
S2270026            ,A0274     ,PS051B9DLG6S08010001,4,189545.46,7/5/2022
S2270026            ,A0274     ,PS051B9DR01S08010001,5,184545.46,7/5/2022
S2270026            ,A0274     ,PS051B9DW01S08018001,5,184545.46,7/5/2022
S2270027            ,A0670     ,PS051B9DB07000000001,5,170454.55,7/5/2022
S2270027            ,A0670     ,PS051B9DLG6000000001,5,170454.55,7/5/2022
S2270027            ,A0670     ,PS051B9DLG6S08010001,7,189545.46,7/5/2022
S2270027            ,A0670     ,PS051B9DW01S08018001,7,184545.46,7/5/2022
S2270028            ,A0486     ,PS051AVDB07000000001,18,176818.18,7/5/2022
S2270028            ,A0486     ,PS051AVDLG6000000001,3,176818.18,7/5/2022
S2270028            ,A0486     ,PS051AVDS51000000001,3,176818.18,7/5/2022
S2270029            ,A0722     ,PS051CBDB03000000001,3,180000,7/5/2022
S2270029            ,A0722     ,PS051CBDL06000000001,4,180000,7/5/2022
S2270029            ,A0722     ,PS051CBDS05000000001,4,180000,7/5/2022
S2270029            ,A0722     ,PS051CBDB07000000001,4,185000,7/5/2022
S2270029            ,A0722     ,PS051E9DB07000000001,1,165000,7/5/2022
S2270029            ,A0722     ,PS051E9DS05000000001,1,160000,7/5/2022
S2270029            ,A0722     ,PS053A2DW01000000G01,2,296363.64,7/5/2022
S2270029            ,A0722     ,PS053A2DG04000000G01,1,296363.64,7/5/2022
S2270029            ,A0722     ,PS053A2DY86000000G01,1,296363.64,7/5/2022
S2270029            ,A0722     ,PS053A2DG54000000E01,2,301363.64,7/5/2022
S2270029            ,A0722     ,PS053A2DG04000000F01,1,296363.64,7/5/2022
S2270030            ,A0722     ,PS051E5DB07000000001,2,155909.09,7/5/2022
S2270030            ,A0722     ,PS051E5DLG6000000001,1,155909.09,7/5/2022
S2270030            ,A0722     ,PS051E5DS51000000001,1,155909.09,7/5/2022
S2270030            ,A0722     ,PS051E5DRB1000000001,1,155909.09,7/5/2022
S2270030            ,A0722     ,PS051E5DR01000000001,2,150909.09,7/5/2022
S2270030            ,A0722     ,PS051E5DR47000000001,2,150909.09,7/5/2022
S2270030            ,A0722     ,PS051E5DW13000000001,7,150909.09,7/5/2022
S2270030            ,A0722     ,PS051E5DS05000000001,1,150909.09,7/5/2022
S2270030            ,A0722     ,PS051E5DR11000000001,2,150909.09,7/5/2022
S2270030            ,A0722     ,PS05L02DB07000000F01,2,360909.09,7/5/2022
S2270030            ,A0722     ,PS05L02DB07000000F02,1,360909.09,7/5/2022
S2270030            ,A0722     ,PS05L02DB07000000F03,1,360909.09,7/5/2022
S2270030            ,A0722     ,PS05L02DLA9000000F01,1,360909.09,7/5/2022
S2270030            ,A0722     ,PS05L02DW06000000F01,1,360909.09,7/5/2022
S2270030            ,A0722     ,PS05L02DYD6000000F01,1,360909.09,7/5/2022
S2270019            ,A0479     ,PS05529DB07000000F01,8,282272.73,7/4/2022
S2270019            ,A0479     ,PS05529DR11000000F01,4,277272.73,7/4/2022
S2270020            ,A0566     ,PS051B9DB07000000001,10,162272.73,7/4/2022
S2270020            ,A0566     ,PS051B9DL06000000001,10,157272.73,7/4/2022
S2270020            ,A0566     ,PS051B9DY03000000001,12,157272.73,7/4/2022
S2270020            ,A0566     ,PS051B9DR11000000001,6,157272.73,7/4/2022
S2270020            ,A0566     ,PS051B9DW01000000001,3,157272.73,7/4/2022
S2270020            ,A0566     ,PS051B9DS05000000001,5,157272.73,7/4/2022
S2270020            ,A0566     ,PS051B9DR01000000001,2,157272.73,7/4/2022
S2270021            ,A0698     ,PS051A1DB07000000001,3,232272.73,7/4/2022
S2270021            ,A0698     ,PS051A1DL06000000001,3,227272.73,7/4/2022
S2270021            ,A0698     ,PS051A1DS05000000001,3,227272.73,7/4/2022
S2270021            ,A0698     ,PS051A1DS01000000001,3,227272.73,7/4/2022
S2270021            ,A0698     ,PS05201DL06000000001,2,260909.09,7/4/2022
S2270021            ,A0698     ,PS05201DS05000000001,2,260909.09,7/4/2022
S2270021            ,A0698     ,SXV02120SCA003002,5,39090.91,7/4/2022
S2270022            ,A0609     ,PS051E5DY04000000001,4,150909.09,7/4/2022
S2270022            ,A0609     ,PS051E5DR47000000001,5,150909.09,7/4/2022
S2270022            ,A0609     ,PS051E5DW13000000001,5,150909.09,7/4/2022
S2270022            ,A0609     ,PS051E5DY03000000001,10,150909.09,7/4/2022
S2270023            ,A0609     ,PS051A1DB07000000001,3,214090.91,7/4/2022
S2270023            ,A0609     ,PS051A1DLG6000000001,3,214090.91,7/4/2022
S2270023            ,A0609     ,PS051A1DY03000000001,4,209090.91,7/4/2022
S2270024            ,A0710     ,PS051E4DL50000000001,1,140909.09,7/4/2022
S2270024            ,A0710     ,PS051E4DR11000000001,1,140909.09,7/4/2022
S2270024            ,A0710     ,PS051E4DG04000000001,1,140909.09,7/4/2022
S2270024            ,A0710     ,PS051E4DY03000000001,2,140909.09,7/4/2022
S2270024            ,A0710     ,PS051CBDR01000000001,1,180000,7/4/2022
S2270024            ,A0710     ,PS051AVDB07000000001,2,185909.09,7/4/2022
S2270024            ,A0710     ,PS051AVDLG6000000001,2,185909.09,7/4/2022
S2270024            ,A0710     ,PS051AVDS51000000001,2,185909.09,7/4/2022
S2270024            ,A0710     ,PS051E5DB07000000001,2,155909.09,7/4/2022
S2270024            ,A0710     ,PS051E5DR12000000001,1,155909.09,7/4/2022
S2270024            ,A0710     ,PS051E5DS51000000001,1,155909.09,7/4/2022
S2270024            ,A0710     ,PS051E5DS05000000001,1,150909.09,7/4/2022
S2270024            ,A0710     ,PS051E5DR01000000001,1,150909.09,7/4/2022
S2270024            ,A0710     ,PS051E5DS01000000001,1,150909.09,7/4/2022
S2270024            ,A0710     ,PS051E5DW13000000001,1,150909.09,7/4/2022
S2270024            ,A0710     ,PS051E5DR47000000001,2,150909.09,7/4/2022
S2270024            ,A0710     ,PS051E5DY03000000001,2,150909.09,7/4/2022
S2270024            ,A0710     ,PS051E5DLG6000000001,2,155909.09,7/4/2022
S2270007            ,A0183     ,PS051E5DW13000000001,12,143636.36,7/2/2022
S2270007            ,A0183     ,PS051E5DR01000000001,6,143636.36,7/2/2022
S2270007            ,A0183     ,PS051E5DS05000000001,6,143636.36,7/2/2022
S2270008            ,A0211     ,PS051E5DW01000000001,24,143636.36,7/2/2022
S2270008            ,A0211     ,PS051E5DR11000000001,24,143636.36,7/2/2022
S2270008            ,A0211     ,PS051E5DL06000000001,24,143636.36,7/2/2022
S2270009            ,A0260     ,PS051E5DR11000000001,24,143636.36,7/2/2022
S2270010            ,A0285     ,PS051A1DB07000000001,14,214090.91,7/2/2022
S2270010            ,A0285     ,PS051A1DW01000000001,10,213636.36,7/2/2022
S2270011            ,A0447     ,PS051E5DB07000000001,3,148636.36,7/2/2022
S2270011            ,A0447     ,PS051E5DLG6000000001,2,148636.36,7/2/2022
S2270011            ,A0447     ,PS051E5DS05000000001,2,143636.36,7/2/2022
S2270011            ,A0447     ,PS051E5DS01000000001,2,143636.36,7/2/2022
S2270012            ,A0447     ,PS051E4DB07000000001,5,145909.09,7/2/2022
S2270012            ,A0447     ,PS051E4DRB1000000001,3,145909.09,7/2/2022
S2270012            ,A0447     ,PS051E4DB03000000001,2,140909.09,7/2/2022
S2270012            ,A0447     ,PS051E4DY04000000001,3,140909.09,7/2/2022
S2270012            ,A0447     ,PS051B9DB07S08016001,2,189545.46,7/2/2022
S2270013            ,A0447     ,PS05267DB07000000G01,3,345909.09,7/2/2022
S2270013            ,A0447     ,PS05267DLA8000000G01,2,345909.09,7/2/2022
S2270013            ,A0447     ,PS05267DS05000000G01,2,340909.09,7/2/2022
S2270013            ,A0447     ,PS05267DS01000000G01,2,340909.09,7/2/2022
S2270013            ,A0447     ,PS05267DR11000000F01,2,340909.09,7/2/2022
S2270013            ,A0447     ,PS051AVDB07000000001,3,185909.09,7/2/2022
S2270013            ,A0447     ,PS05645DB07000000F01,2,286818.18,7/2/2022
S2270014            ,A0462     ,PS051AVDLG6000000001,24,176818.18,7/2/2022
S2270014            ,A0462     ,PS051AVDG63000000001,24,176818.18,7/2/2022
S2270014            ,A0462     ,PS051AVDR11000000001,24,171818.18,7/2/2022
S2270015            ,A0213     ,PS053A2DB07000000G01,4,286818.18,7/2/2022
S2270015            ,A0213     ,PS053A2DB07000000F01,4,286818.18,7/2/2022
S2270015            ,A0213     ,PS053A2DR47000000G01,4,281818.18,7/2/2022
S2270015            ,A0213     ,PS053A2DG54000000E01,4,286818.18,7/2/2022
S2270015            ,A0213     ,SXV02295SCA003006,2,56363.64,7/2/2022
S2270015            ,A0213     ,SXV02295SCA003001,2,56363.64,7/2/2022
S2270015            ,A0213     ,SXV02213SCA003001,20,35454.55,7/2/2022
S2270016            ,A0315     ,PS051B9DB07S08016001,3,189545.46,7/2/2022
S2270016            ,A0315     ,PS051B9DR01S08010001,2,184545.46,7/2/2022
S2270016            ,A0315     ,PS051B9DY04S08018001,3,184545.46,7/2/2022
S2270016            ,A0315     ,PS05267DS01000000G01,3,340909.09,7/2/2022
S2270016            ,A0315     ,PS05267DS05000000G01,2,340909.09,7/2/2022
S2270017            ,A0690     ,PS051E5DL06000000001,24,150909.09,7/2/2022
S2270018            ,A0181     ,PS051E5DB07000000001,15,148636.36,7/2/2022
S2270018            ,A0181     ,PS051E5DY03000000001,24,143636.36,7/2/2022
S2270018            ,A0181     ,PS051E5DR01000000001,12,143636.36,7/2/2022
S2270018            ,A0181     ,PS051E5DW13000000001,21,143636.36,7/2/2022
S2270018            ,A0181     ,PS051E5DG04000000001,12,143636.36,7/2/2022
S2270018            ,A0181     ,PS051E5DY04000000001,12,143636.36,7/2/2022
S2270001            ,A0574     ,PS051A1DR11000000001,20,209090.91,7/1/2022
S2270001            ,A0574     ,PS051A1DL06000000001,20,209090.91,7/1/2022
S2270001            ,A0574     ,PS051A1DS05000000001,3,209090.91,7/1/2022
S2270001            ,A0574     ,PS051A1DW01000000001,5,213636.36,7/1/2022
S2270002            ,A0240     ,PS051B9DB07S08016001,8,189545.46,7/1/2022
S2270002            ,A0240     ,PS051B9DLG6S08010001,7,189545.46,7/1/2022
S2270002            ,A0240     ,PS051B9DR01S08010001,5,184545.46,7/1/2022
S2270002            ,A0240     ,PS051B9DY04S08018001,4,184545.46,7/1/2022
S2270003            ,A0211     ,PS05529DB07000000F01,24,282272.73,7/1/2022
S2270004            ,A0267     ,PS051B9DB07000000001,2,170454.55,7/1/2022
S2270004            ,A0267     ,PS051B9DLG6000000001,2,170454.55,7/1/2022
S2270004            ,A0267     ,PS051B9DW01000000001,5,165454.55,7/1/2022
S2270004            ,A0267     ,PS051B9DR11000000001,3,165454.55,7/1/2022
S2270004            ,A0267     ,PS051B9DY03000000001,2,165454.55,7/1/2022
S2270004            ,A0267     ,PS051B9DL06000000001,3,165454.55,7/1/2022
S2270004            ,A0267     ,PS051A1DB07000000001,2,232272.73,7/1/2022
S2270004            ,A0267     ,PS051A1DLG6000000001,2,232272.73,7/1/2022
S2270004            ,A0267     ,PS05529DB07000000F01,2,296818.18,7/1/2022
S2270004            ,A0267     ,PS05529DLG6000000F01,2,296818.18,7/1/2022
S2270004            ,A0267     ,PS05529DR11000000F01,2,291818.18,7/1/2022
S2270005            ,A0674     ,PS051A1DB07000000001,2,232272.73,7/1/2022
S2270005            ,A0674     ,PS051A1DLG6000000001,2,232272.73,7/1/2022
S2270005            ,A0674     ,PS051A1DL06000000001,2,227272.73,7/1/2022
S2270005            ,A0674     ,PS051A1DR11000000001,2,227272.73,7/1/2022
S2270005            ,A0674     ,PS051A1DS01000000001,2,227272.73,7/1/2022
S2270005            ,A0674     ,PS051A1DS05000000001,2,227272.73,7/1/2022
S2270005            ,A0674     ,PS051A1DY03000000001,2,227272.73,7/1/2022
S2270005            ,A0674     ,PS051A1DW01000000001,2,231818.18,7/1/2022
S2270005            ,A0674     ,PS051E4DL50000000001,2,140909.09,7/1/2022
S2270005            ,A0674     ,PS051E4DY03000000001,2,140909.09,7/1/2022
S2270005            ,A0674     ,PS051E4DR11000000001,2,140909.09,7/1/2022
S2270005            ,A0674     ,PS051E4DR12000000001,1,145909.09,7/1/2022
S2270005            ,A0674     ,PS051E4DRB1000000001,2,145909.09,7/1/2022
S2270006            ,A0439     ,PS05529DLG6000000F01,4,296818.18,7/1/2022
S2270006            ,A0439     ,PS05529DB07000000F01,8,296818.18,7/1/2022
S2260112            ,A0566     ,PS05529DB07000000F01,8,282272.73,6/30/2022
S2260112            ,A0566     ,PS05529DL06000000F01,12,277272.73,6/30/2022
S2260112            ,A0566     ,PS05529DS01000000F01,8,277272.73,6/30/2022
S2260112            ,A0566     ,PS05529DS05000000F01,24,277272.73,6/30/2022
S2260113            ,A0367     ,PS05529DB07000000F01,5,282272.73,6/30/2022
S2260113            ,A0367     ,PS05529DLG6000000F01,5,282272.73,6/30/2022
S2260113            ,A0367     ,PS05529DS01000000F01,4,277272.73,6/30/2022
S2260114            ,A0197     ,PS051A1DB07000000001,10,214090.91,6/30/2022
S2260114            ,A0197     ,PS051A1DLG6000000001,12,214090.91,6/30/2022
S2260114            ,A0197     ,PS051A1DR11000000001,8,209090.91,6/30/2022
S2260115            ,A0210     ,PS051B9DB07000000001,10,162272.73,6/30/2022
S2260115            ,A0210     ,PS051B9DLG6000000001,5,162272.73,6/30/2022
S2260115            ,A0210     ,PS051B9DW01000000001,5,157272.73,6/30/2022
S2260115            ,A0210     ,PS051B9DY03000000001,5,157272.73,6/30/2022
S2260116            ,A0217     ,PS051B9DLG6000000001,5,162272.73,6/30/2022
S2260116            ,A0217     ,PS051B9DW13000000001,10,157272.73,6/30/2022
S2260116            ,A0217     ,PS051B9DY03000000001,10,157272.73,6/30/2022
S2260116            ,A0217     ,PS051A1DB07000000001,15,214090.91,6/30/2022
S2260116            ,A0217     ,PS051A1DLG6000000001,10,214090.91,6/30/2022
S2260116            ,A0217     ,PS051A1DS05000000001,4,209090.91,6/30/2022
S2260116            ,A0217     ,PS051A1DW01000000001,6,213636.36,6/30/2022
S2260117            ,A0526     ,PS05529DB07000000F01,8,296818.18,6/30/2022
S2260117            ,A0526     ,PS05529DR11000000F01,4,291818.18,6/30/2022
S2260118            ,A0172     ,PS05848DG54000000G01,1,727272.73,6/30/2022
S2260118            ,A0172     ,PS051E4DR01W29410001,1,290909.09,6/30/2022
S2260118            ,A0172     ,PS05298DLG2A1881GF01,1,454545.46,6/30/2022
S2260118            ,A0172     ,PS05298DR47A19010F01,1,454545.46,6/30/2022
S2260118            ,A0172     ,PS05267DB07000000G01,1,636363.64,6/30/2022
