"prd_no","logo","model","std","color","sqa","sqa_color","size","prd_name"
PI05615EYF8000000G01,印尼隆輝,"610",SNI,抗刮消光大麥黃,素色,素色,XL,ZEUS 610
PI05615EYF8000000H01,印尼隆輝,"610",SNI,抗刮消光大麥黃,素色,素色,"2XL",ZEUS 610
PI05616EB01000000D01,印尼隆輝,"611",SNI,素黑,素色,素色,S,ZEUS 611
PI05616EB01000000E01,印尼隆輝,"611",SNI,素黑,素色,素色,M,ZEUS 611
PI05616EB01000000F01,印尼隆輝,"611",SNI,素黑,素色,素色,L,ZEUS 611
PI05616EB01000000G01,印尼隆輝,"611",SNI,素黑,素色,素色,XL,ZEUS 611
PI05616EB01T08216E01,印尼隆輝,"611",SNI,素黑,TT29水漂,銀,M,ZEUS 611
PI05616EB01T08216F01,印尼隆輝,"611",SNI,素黑,TT29水漂,銀,L,ZEUS 611
PI05616EB01T08216G01,印尼隆輝,"611",SNI,素黑,TT29水漂,銀,XL,ZEUS 611
PI05616EB01T082A2E01,印尼隆輝,"611",SNI,素黑,TT29水漂,白紅,M,ZEUS 611
PI05616EB01T082A2F01,印尼隆輝,"611",SNI,素黑,TT29水漂,白紅,L,ZEUS 611
PI05616EB01T082A2G01,印尼隆輝,"611",SNI,素黑,TT29水漂,白紅,XL,ZEUS 611
PI05616EB01T082C3E01,印尼隆輝,"611",SNI,素黑,TT29水漂,藍黃,M,ZEUS 611
PI05616EB01T082C3F01,印尼隆輝,"611",SNI,素黑,TT29水漂,藍黃,L,ZEUS 611
PI05616EB01T082C3G01,印尼隆輝,"611",SNI,素黑,TT29水漂,藍黃,XL,ZEUS 611
PI05616EB01T0851BD01,印尼隆輝,"611",SNI,素黑,TT32水漂,紅,S,ZEUS 611
PI05616EB01T0851BE01,印尼隆輝,"611",SNI,素黑,TT32水漂,紅,M,ZEUS 611
PI05616EB01T0851BF01,印尼隆輝,"611",SNI,素黑,TT32水漂,紅,L,ZEUS 611
PI05616EB01T0851BG01,印尼隆輝,"611",SNI,素黑,TT32水漂,紅,XL,ZEUS 611
PI05616EB05000000E01,印尼隆輝,"611",SNI,彈性黑,素色,素色,M,ZEUS 611
PI05616EB05000000F01,印尼隆輝,"611",SNI,彈性黑,素色,素色,L,ZEUS 611
PI05616EB05000000G01,印尼隆輝,"611",SNI,彈性黑,素色,素色,XL,ZEUS 611
PI05616EB07000000D01,印尼隆輝,"611",SNI,抗刮消光黑,素色,素色,S,ZEUS 611
PI05616EB07000000E01,印尼隆輝,"611",SNI,抗刮消光黑,素色,素色,M,ZEUS 611
PI05616EB07000000F01,印尼隆輝,"611",SNI,抗刮消光黑,素色,素色,L,ZEUS 611
PI05616EB07000000G01,印尼隆輝,"611",SNI,抗刮消光黑,素色,素色,XL,ZEUS 611
PI05616EB07T06513E01,印尼隆輝,"611",SNI,抗刮消光黑,TT18水漂,藍,M,ZEUS 611
PI05616EB07T06513F01,印尼隆輝,"611",SNI,抗刮消光黑,TT18水漂,藍,L,ZEUS 611
PI05616EB07T06513G01,印尼隆輝,"611",SNI,抗刮消光黑,TT18水漂,藍,XL,ZEUS 611
PI05616EB07T0651BE01,印尼隆輝,"611",SNI,抗刮消光黑,TT18水漂,紅,M,ZEUS 611
PI05616EB07T0651BF01,印尼隆輝,"611",SNI,抗刮消光黑,TT18水漂,紅,L,ZEUS 611
PI05616EB07T0651BG01,印尼隆輝,"611",SNI,抗刮消光黑,TT18水漂,紅,XL,ZEUS 611
PI05616EB07T0651HE01,印尼隆輝,"611",SNI,抗刮消光黑,TT18水漂,螢光黃,M,ZEUS 611
PI05616EB07T0651HF01,印尼隆輝,"611",SNI,抗刮消光黑,TT18水漂,螢光黃,L,ZEUS 611
PI05616EB07T0651HG01,印尼隆輝,"611",SNI,抗刮消光黑,TT18水漂,螢光黃,XL,ZEUS 611
PI05616EB07T07513E01,印尼隆輝,"611",SNI,抗刮消光黑,TT25水漂,藍,M,ZEUS 611
PI05616EB07T07513F01,印尼隆輝,"611",SNI,抗刮消光黑,TT25水漂,藍,L,ZEUS 611
PI05616EB07T07513G01,印尼隆輝,"611",SNI,抗刮消光黑,TT25水漂,藍,XL,ZEUS 611
PI05616EB07T07516E01,印尼隆輝,"611",SNI,抗刮消光黑,TT25水漂,銀,M,ZEUS 611
PI05616EB07T07516F01,印尼隆輝,"611",SNI,抗刮消光黑,TT25水漂,銀,L,ZEUS 611
PI05616EB07T07516G01,印尼隆輝,"611",SNI,抗刮消光黑,TT25水漂,銀,XL,ZEUS 611
PI05616EB07T0751BE01,印尼隆輝,"611",SNI,抗刮消光黑,TT25水漂,紅,M,ZEUS 611
PI05616EB07T0751BF01,印尼隆輝,"611",SNI,抗刮消光黑,TT25水漂,紅,L,ZEUS 611
PI05616EB07T0751BG01,印尼隆輝,"611",SNI,抗刮消光黑,TT25水漂,紅,XL,ZEUS 611
PI05616EB07T0851BD01,印尼隆輝,"611",SNI,抗刮消光黑,TT32水漂,紅,S,ZEUS 611
PI05616EB07T0851BE01,印尼隆輝,"611",SNI,抗刮消光黑,TT32水漂,紅,M,ZEUS 611
PI05616EB07T0851BF01,印尼隆輝,"611",SNI,抗刮消光黑,TT32水漂,紅,L,ZEUS 611
PI05616EB07T0851BG01,印尼隆輝,"611",SNI,抗刮消光黑,TT32水漂,紅,XL,ZEUS 611
PI05616EG54000000E01,印尼隆輝,"611",SNI,抗刮消光墨綠5743C,素色,素色,M,ZEUS 611
PI05616EG54000000F01,印尼隆輝,"611",SNI,抗刮消光墨綠5743C,素色,素色,L,ZEUS 611
PI05616EG54000000G01,印尼隆輝,"611",SNI,抗刮消光墨綠5743C,素色,素色,XL,ZEUS 611
PI05616EH02000000E01,印尼隆輝,"611",SNI,新鐵灰,素色,素色,M,ZEUS 611
PI05616EH02000000F01,印尼隆輝,"611",SNI,新鐵灰,素色,素色,L,ZEUS 611
PI05616EH02000000G01,印尼隆輝,"611",SNI,新鐵灰,素色,素色,XL,ZEUS 611
PI05616EH03000000E01,印尼隆輝,"611",SNI,抗刮消光鐵灰,素色,素色,M,ZEUS 611
PI05616EH03000000F01,印尼隆輝,"611",SNI,抗刮消光鐵灰,素色,素色,L,ZEUS 611
PI05616EH03000000G01,印尼隆輝,"611",SNI,抗刮消光鐵灰,素色,素色,XL,ZEUS 611
PI05616EH13000000E01,印尼隆輝,"611",SNI,冷灰11C,素色,素色,M,ZEUS 611
PI05616EH13000000F01,印尼隆輝,"611",SNI,冷灰11C,素色,素色,L,ZEUS 611
PI05616EH13000000G01,印尼隆輝,"611",SNI,冷灰11C,素色,素色,XL,ZEUS 611
PI05616EH43000000E01,印尼隆輝,"611",SNI,抗刮消光冷灰11C,素色,素色,M,ZEUS 611
PI05616EH43000000F01,印尼隆輝,"611",SNI,抗刮消光冷灰11C,素色,素色,L,ZEUS 611
PI05616EH43000000G01,印尼隆輝,"611",SNI,抗刮消光冷灰11C,素色,素色,XL,ZEUS 611
PI05616EH55000000E01,印尼隆輝,"611",SNI,ForVN 加深奧迪灰-PX(G215-GY-4544),素色,素色,M,ZEUS 611
PI05616EH55000000F01,印尼隆輝,"611",SNI,ForVN 加深奧迪灰-PX(G215-GY-4544),素色,素色,L,ZEUS 611
PI05616EH55000000G01,印尼隆輝,"611",SNI,ForVN 加深奧迪灰-PX(G215-GY-4544),素色,素色,XL,ZEUS 611
PI05616EH60000000E01,印尼隆輝,"611",SNI,熊熊灰,素色,素色,M,ZEUS 611
PI05616EH60000000F01,印尼隆輝,"611",SNI,熊熊灰,素色,素色,L,ZEUS 611
PI05616EH60000000G01,印尼隆輝,"611",SNI,熊熊灰,素色,素色,XL,ZEUS 611
PI05616EL24000000E01,印尼隆輝,"611",SNI,海藍,素色,素色,M,ZEUS 611
PI05616EL24000000F01,印尼隆輝,"611",SNI,海藍,素色,素色,L,ZEUS 611
PI05616EL24000000G01,印尼隆輝,"611",SNI,海藍,素色,素色,XL,ZEUS 611
PI05616ELJ9000000E01,印尼隆輝,"611",SNI,抗刮消光APR-0022 指定銀藍,素色,素色,M,ZEUS 611
PI05616ELJ9000000F01,印尼隆輝,"611",SNI,抗刮消光APR-0022 指定銀藍,素色,素色,L,ZEUS 611
PI05616ELJ9000000G01,印尼隆輝,"611",SNI,抗刮消光APR-0022 指定銀藍,素色,素色,XL,ZEUS 611
PI05616ELK5000000E01,印尼隆輝,"611",SNI,珍珠深藍灰,素色,素色,M,ZEUS 611
PI05616ELK5000000F01,印尼隆輝,"611",SNI,珍珠深藍灰,素色,素色,L,ZEUS 611
PI05616ELK5000000G01,印尼隆輝,"611",SNI,珍珠深藍灰,素色,素色,XL,ZEUS 611
PI05616EM08000000E01,印尼隆輝,"611",SNI,變色龍502-6,素色,素色,M,ZEUS 611
PI05616EM08000000F01,印尼隆輝,"611",SNI,變色龍502-6,素色,素色,L,ZEUS 611
PI05616EM08000000G01,印尼隆輝,"611",SNI,變色龍502-6,素色,素色,XL,ZEUS 611
PI05616EM09000000E01,印尼隆輝,"611",SNI,抗刮消光變色龍502-6,素色,素色,M,ZEUS 611
PI05616EM09000000F01,印尼隆輝,"611",SNI,抗刮消光變色龍502-6,素色,素色,L,ZEUS 611
PI05616EM09000000G01,印尼隆輝,"611",SNI,抗刮消光變色龍502-6,素色,素色,XL,ZEUS 611
PI05616ER01000000E01,印尼隆輝,"611",SNI,大紅,素色,素色,M,ZEUS 611
PI05616ER01000000F01,印尼隆輝,"611",SNI,大紅,素色,素色,L,ZEUS 611
PI05616ER01000000G01,印尼隆輝,"611",SNI,大紅,素色,素色,XL,ZEUS 611
PI05616ER02000000E01,印尼隆輝,"611",SNI,彈性大紅,素色,素色,M,ZEUS 611
PI05616ER02000000F01,印尼隆輝,"611",SNI,彈性大紅,素色,素色,L,ZEUS 611
PI05616ER02000000G01,印尼隆輝,"611",SNI,彈性大紅,素色,素色,XL,ZEUS 611
PI05616ER12000000E01,印尼隆輝,"611",SNI,抗刮消光酒紅,素色,素色,M,ZEUS 611
PI05616ER12000000F01,印尼隆輝,"611",SNI,抗刮消光酒紅,素色,素色,L,ZEUS 611
PI05616ER12000000G01,印尼隆輝,"611",SNI,抗刮消光酒紅,素色,素色,XL,ZEUS 611
PI05616ER68000000D01,印尼隆輝,"611",SNI,粉紅 5,素色,素色,S,ZEUS 611
PI05616ER68000000E01,印尼隆輝,"611",SNI,粉紅 5,素色,素色,M,ZEUS 611
PI05616ER68000000F01,印尼隆輝,"611",SNI,粉紅 5,素色,素色,L,ZEUS 611
PI05616ER68000000G01,印尼隆輝,"611",SNI,粉紅 5,素色,素色,XL,ZEUS 611
PI05616ERD9000000E01,印尼隆輝,"611",SNI,抗刮消光大紅,素色,素色,M,ZEUS 611
PI05616ERD9000000F01,印尼隆輝,"611",SNI,抗刮消光大紅,素色,素色,L,ZEUS 611
PI05616ERD9000000G01,印尼隆輝,"611",SNI,抗刮消光大紅,素色,素色,XL,ZEUS 611
PI05616ES01000000E01,印尼隆輝,"611",SNI,白銀,素色,素色,M,ZEUS 611
PI05616ES01000000F01,印尼隆輝,"611",SNI,白銀,素色,素色,L,ZEUS 611
PI05616ES01000000G01,印尼隆輝,"611",SNI,白銀,素色,素色,XL,ZEUS 611
PI05616ES05000000E01,印尼隆輝,"611",SNI,黑銀,素色,素色,M,ZEUS 611
PI05616ES05000000F01,印尼隆輝,"611",SNI,黑銀,素色,素色,L,ZEUS 611
PI05616ES05000000G01,印尼隆輝,"611",SNI,黑銀,素色,素色,XL,ZEUS 611
PI05616ES32000000E01,印尼隆輝,"611",SNI,ForVN 指定TXJ銀(IP-NC-2132),素色,素色,M,ZEUS 611
PI05616ES32000000F01,印尼隆輝,"611",SNI,ForVN 指定TXJ銀(IP-NC-2132),素色,素色,L,ZEUS 611
PI05616ES32000000G01,印尼隆輝,"611",SNI,ForVN 指定TXJ銀(IP-NC-2132),素色,素色,XL,ZEUS 611
PI05616EW01000000D01,印尼隆輝,"611",SNI,白,素色,素色,S,ZEUS 611
PI05616EW01000000E01,印尼隆輝,"611",SNI,白,素色,素色,M,ZEUS 611
PI05616EW01000000F01,印尼隆輝,"611",SNI,白,素色,素色,L,ZEUS 611
PI05616EW01000000G01,印尼隆輝,"611",SNI,白,素色,素色,XL,ZEUS 611
PI05616EW01T082H0E01,印尼隆輝,"611",SNI,白,TT29水漂,灰紅,M,ZEUS 611
PI05616EW01T082H0F01,印尼隆輝,"611",SNI,白,TT29水漂,灰紅,L,ZEUS 611
PI05616EW01T082H0G01,印尼隆輝,"611",SNI,白,TT29水漂,灰紅,XL,ZEUS 611
PI05616EY09000000E01,印尼隆輝,"611",SNI,金黃銀,素色,素色,M,ZEUS 611
PI05616EY09000000F01,印尼隆輝,"611",SNI,金黃銀,素色,素色,L,ZEUS 611
PI05616EY09000000G01,印尼隆輝,"611",SNI,金黃銀,素色,素色,XL,ZEUS 611
PI05616EY62000000E01,印尼隆輝,"611",SNI,卡其黃JET-J,素色,素色,M,ZEUS 611
PI05616EY62000000F01,印尼隆輝,"611",SNI,卡其黃JET-J,素色,素色,L,ZEUS 611
PI05616EY62000000G01,印尼隆輝,"611",SNI,卡其黃JET-J,素色,素色,XL,ZEUS 611
PI05616EY90000000E01,印尼隆輝,"611",SNI,螢光黃#809,素色,素色,M,ZEUS 611
PI05616EY90000000F01,印尼隆輝,"611",SNI,螢光黃#809,素色,素色,L,ZEUS 611
PI05616EY90000000G01,印尼隆輝,"611",SNI,螢光黃#809,素色,素色,XL,ZEUS 611
PI05616EYE6000000E01,印尼隆輝,"611",SNI,淺粉棕(法國粉),素色,素色,M,ZEUS 611
PI05616EYE6000000F01,印尼隆輝,"611",SNI,淺粉棕(法國粉),素色,素色,L,ZEUS 611
PI05616EYE6000000G01,印尼隆輝,"611",SNI,淺粉棕(法國粉),素色,素色,XL,ZEUS 611
PI05627EB01000000E01,印尼隆輝,"611C",SNI,素黑,素色,素色,M,ZEUS 611C
PI05627EB01000000F01,印尼隆輝,"611C",SNI,素黑,素色,素色,L,ZEUS 611C
PI05627EB01000000G01,印尼隆輝,"611C",SNI,素黑,素色,素色,XL,ZEUS 611C
PI05627EB05000000E01,印尼隆輝,"611C",SNI,彈性黑,素色,素色,M,ZEUS 611C
PI05627EB05000000F01,印尼隆輝,"611C",SNI,彈性黑,素色,素色,L,ZEUS 611C
PI05627EB05000000G01,印尼隆輝,"611C",SNI,彈性黑,素色,素色,XL,ZEUS 611C
PI05627EB07000000E01,印尼隆輝,"611C",SNI,抗刮消光黑,素色,素色,M,ZEUS 611C
PI05627EB07000000F01,印尼隆輝,"611C",SNI,抗刮消光黑,素色,素色,L,ZEUS 611C
PI05627EB07000000G01,印尼隆輝,"611C",SNI,抗刮消光黑,素色,素色,XL,ZEUS 611C
PI05627EH02000000E01,印尼隆輝,"611C",SNI,新鐵灰,素色,素色,M,ZEUS 611C
PI05627EH02000000F01,印尼隆輝,"611C",SNI,新鐵灰,素色,素色,L,ZEUS 611C
PI05627EH02000000G01,印尼隆輝,"611C",SNI,新鐵灰,素色,素色,XL,ZEUS 611C
PI05627EH13000000E01,印尼隆輝,"611C",SNI,冷灰11C,素色,素色,M,ZEUS 611C
PI05627EH13000000F01,印尼隆輝,"611C",SNI,冷灰11C,素色,素色,L,ZEUS 611C
PI05627EH13000000G01,印尼隆輝,"611C",SNI,冷灰11C,素色,素色,XL,ZEUS 611C
PI05627EH43000000E01,印尼隆輝,"611C",SNI,抗刮消光冷灰11C,素色,素色,M,ZEUS 611C
PI05627EH43000000F01,印尼隆輝,"611C",SNI,抗刮消光冷灰11C,素色,素色,L,ZEUS 611C
PI05627EH43000000G01,印尼隆輝,"611C",SNI,抗刮消光冷灰11C,素色,素色,XL,ZEUS 611C
PI05627EM09000000E01,印尼隆輝,"611C",SNI,抗刮消光變色龍502-6,素色,素色,M,ZEUS 611C
PI05627EM09000000F01,印尼隆輝,"611C",SNI,抗刮消光變色龍502-6,素色,素色,L,ZEUS 611C
PI05627EM09000000G01,印尼隆輝,"611C",SNI,抗刮消光變色龍502-6,素色,素色,XL,ZEUS 611C
PI05627ER02000000E01,印尼隆輝,"611C",SNI,彈性大紅,素色,素色,M,ZEUS 611C
PI05627ER02000000F01,印尼隆輝,"611C",SNI,彈性大紅,素色,素色,L,ZEUS 611C
PI05627ER02000000G01,印尼隆輝,"611C",SNI,彈性大紅,素色,素色,XL,ZEUS 611C
PI05627ER11000000E01,印尼隆輝,"611C",SNI,酒紅,素色,素色,M,ZEUS 611C
PI05627ER11000000F01,印尼隆輝,"611C",SNI,酒紅,素色,素色,L,ZEUS 611C
PI05627ER11000000G01,印尼隆輝,"611C",SNI,酒紅,素色,素色,XL,ZEUS 611C
PI05627ERD9000000E01,印尼隆輝,"611C",SNI,抗刮消光大紅,素色,素色,M,ZEUS 611C
PI05627ERD9000000F01,印尼隆輝,"611C",SNI,抗刮消光大紅,素色,素色,L,ZEUS 611C
PI05627ERD9000000G01,印尼隆輝,"611C",SNI,抗刮消光大紅,素色,素色,XL,ZEUS 611C
PI05627ES01000000E01,印尼隆輝,"611C",SNI,白銀,素色,素色,M,ZEUS 611C
PI05627ES01000000F01,印尼隆輝,"611C",SNI,白銀,素色,素色,L,ZEUS 611C
PI05627ES01000000G01,印尼隆輝,"611C",SNI,白銀,素色,素色,XL,ZEUS 611C
PI05627ES05000000E01,印尼隆輝,"611C",SNI,黑銀,素色,素色,M,ZEUS 611C
PI05627ES05000000F01,印尼隆輝,"611C",SNI,黑銀,素色,素色,L,ZEUS 611C
PI05627ES05000000G01,印尼隆輝,"611C",SNI,黑銀,素色,素色,XL,ZEUS 611C
PI05627EW01000000E01,印尼隆輝,"611C",SNI,白,素色,素色,M,ZEUS 611C
PI05627EW01000000F01,印尼隆輝,"611C",SNI,白,素色,素色,L,ZEUS 611C
PI05627EW01000000G01,印尼隆輝,"611C",SNI,白,素色,素色,XL,ZEUS 611C
PI05627EY90000000E01,印尼隆輝,"611C",SNI,螢光黃#809,素色,素色,M,ZEUS 611C
PI05627EY90000000F01,印尼隆輝,"611C",SNI,螢光黃#809,素色,素色,L,ZEUS 611C
PI05627EY90000000G01,印尼隆輝,"611C",SNI,螢光黃#809,素色,素色,XL,ZEUS 611C
PI05629EB01000000E01,印尼隆輝,"610B",SNI,素黑,素色,素色,M,ZEUS 610B
PI05629EB01000000F01,印尼隆輝,"610B",SNI,素黑,素色,素色,L,ZEUS 610B
PI05629EB01000000G01,印尼隆輝,"610B",SNI,素黑,素色,素色,XL,ZEUS 610B
PI05629EB01000000H01,印尼隆輝,"610B",SNI,素黑,素色,素色,"2XL",ZEUS 610B
PI05629EB07000000E01,印尼隆輝,"610B",SNI,抗刮消光黑,素色,素色,M,ZEUS 610B
PI05629EB07000000F01,印尼隆輝,"610B",SNI,抗刮消光黑,素色,素色,L,ZEUS 610B
PI05629EB07000000G01,印尼隆輝,"610B",SNI,抗刮消光黑,素色,素色,XL,ZEUS 610B
PI05629EB07000000H01,印尼隆輝,"610B",SNI,抗刮消光黑,素色,素色,"2XL",ZEUS 610B
PI05629EH13000000E01,印尼隆輝,"610B",SNI,冷灰11C,素色,素色,M,ZEUS 610B
PI05629EH13000000F01,印尼隆輝,"610B",SNI,冷灰11C,素色,素色,L,ZEUS 610B
PI05629EH13000000G01,印尼隆輝,"610B",SNI,冷灰11C,素色,素色,XL,ZEUS 610B
PI05629EH13000000H01,印尼隆輝,"610B",SNI,冷灰11C,素色,素色,"2XL",ZEUS 610B
PI05629EH43000000E01,印尼隆輝,"610B",SNI,抗刮消光冷灰11C,素色,素色,M,ZEUS 610B
PI05629EH43000000F01,印尼隆輝,"610B",SNI,抗刮消光冷灰11C,素色,素色,L,ZEUS 610B
PI05629EH43000000G01,印尼隆輝,"610B",SNI,抗刮消光冷灰11C,素色,素色,XL,ZEUS 610B
PI05629EH43000000H01,印尼隆輝,"610B",SNI,抗刮消光冷灰11C,素色,素色,"2XL",ZEUS 610B
PI05629EW01000000E01,印尼隆輝,"610B",SNI,白,素色,素色,M,ZEUS 610B
PI05629EW01000000F01,印尼隆輝,"610B",SNI,白,素色,素色,L,ZEUS 610B
PI05629EW01000000G01,印尼隆輝,"610B",SNI,白,素色,素色,XL,ZEUS 610B
PI05629EW01000000H01,印尼隆輝,"610B",SNI,白,素色,素色,"2XL",ZEUS 610B
PI05639EB01000000E01,印尼隆輝,"613C",SNI,素黑,素色,素色,M,ZEUS 613C
PI05639EB01000000F01,印尼隆輝,"613C",SNI,素黑,素色,素色,L,ZEUS 613C
PI05639EB01000000G01,印尼隆輝,"613C",SNI,素黑,素色,素色,XL,ZEUS 613C
PI05639EB01A0731BE01,印尼隆輝,"613C",SNI,素黑,AJ6水漂,紅,M,ZEUS 613C
PI05639EB01A0731BF01,印尼隆輝,"613C",SNI,素黑,AJ6水漂,紅,L,ZEUS 613C
PI05639EB01A0731BG01,印尼隆輝,"613C",SNI,素黑,AJ6水漂,紅,XL,ZEUS 613C
PI05639EB01A1781BE01,印尼隆輝,"613C",SNI,素黑,AJ11水漂,紅,M,ZEUS 613C
PI05639EB01A1781BF01,印尼隆輝,"613C",SNI,素黑,AJ11水漂,紅,L,ZEUS 613C
PI05639EB01A1781BG01,印尼隆輝,"613C",SNI,素黑,AJ11水漂,紅,XL,ZEUS 613C
PI05639EB01A1781GE01,印尼隆輝,"613C",SNI,素黑,AJ11水漂,黃,M,ZEUS 613C
PI05639EB01A1781GF01,印尼隆輝,"613C",SNI,素黑,AJ11水漂,黃,L,ZEUS 613C
PI05639EB01A1781GG01,印尼隆輝,"613C",SNI,素黑,AJ11水漂,黃,XL,ZEUS 613C
PI05639EB01A17910E01,印尼隆輝,"613C",SNI,素黑,AJ13水漂,白,M,ZEUS 613C
PI05639EB01A17910F01,印尼隆輝,"613C",SNI,素黑,AJ13水漂,白,L,ZEUS 613C
PI05639EB01A17910G01,印尼隆輝,"613C",SNI,素黑,AJ13水漂,白,XL,ZEUS 613C
PI05639EB01A2481EE01,印尼隆輝,"613C",SNI,素黑,AJ20水漂,橘,M,ZEUS 613C
PI05639EB01A2481EF01,印尼隆輝,"613C",SNI,素黑,AJ20水漂,橘,L,ZEUS 613C
PI05639EB01A2481EG01,印尼隆輝,"613C",SNI,素黑,AJ20水漂,橘,XL,ZEUS 613C
PI05639EB05000000E01,印尼隆輝,"613C",SNI,彈性黑,素色,素色,M,ZEUS 613C
PI05639EB05000000F01,印尼隆輝,"613C",SNI,彈性黑,素色,素色,L,ZEUS 613C
PI05639EB05000000G01,印尼隆輝,"613C",SNI,彈性黑,素色,素色,XL,ZEUS 613C
PI05639EB05A17813E01,印尼隆輝,"613C",SNI,彈性黑,AJ11水漂,藍,M,ZEUS 613C
PI05639EB05A17813F01,印尼隆輝,"613C",SNI,彈性黑,AJ11水漂,藍,L,ZEUS 613C
PI05639EB05A17813G01,印尼隆輝,"613C",SNI,彈性黑,AJ11水漂,藍,XL,ZEUS 613C
PI05639EB05A1791HE01,印尼隆輝,"613C",SNI,彈性黑,AJ13水漂,螢光黃,M,ZEUS 613C
PI05639EB05A1791HF01,印尼隆輝,"613C",SNI,彈性黑,AJ13水漂,螢光黃,L,ZEUS 613C
PI05639EB05A1791HG01,印尼隆輝,"613C",SNI,彈性黑,AJ13水漂,螢光黃,XL,ZEUS 613C
PI05639EB05A18013E01,印尼隆輝,"613C",SNI,彈性黑,AJ14水漂,藍,M,ZEUS 613C
PI05639EB05A18013F01,印尼隆輝,"613C",SNI,彈性黑,AJ14水漂,藍,L,ZEUS 613C
PI05639EB05A18013G01,印尼隆輝,"613C",SNI,彈性黑,AJ14水漂,藍,XL,ZEUS 613C
PI05639EB05A1801BE01,印尼隆輝,"613C",SNI,彈性黑,AJ14水漂,紅,M,ZEUS 613C
PI05639EB05A1801BF01,印尼隆輝,"613C",SNI,彈性黑,AJ14水漂,紅,L,ZEUS 613C
PI05639EB05A1801BG01,印尼隆輝,"613C",SNI,彈性黑,AJ14水漂,紅,XL,ZEUS 613C
PI05639EB07000000E01,印尼隆輝,"613C",SNI,抗刮消光黑,素色,素色,M,ZEUS 613C
PI05639EB07000000F01,印尼隆輝,"613C",SNI,抗刮消光黑,素色,素色,L,ZEUS 613C
PI05639EB07000000G01,印尼隆輝,"613C",SNI,抗刮消光黑,素色,素色,XL,ZEUS 613C
PI05639EB07A17813E01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ11水漂,藍,M,ZEUS 613C
PI05639EB07A17813F01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ11水漂,藍,L,ZEUS 613C
PI05639EB07A17813G01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ11水漂,藍,XL,ZEUS 613C
PI05639EB07A1791HE01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ13水漂,螢光黃,M,ZEUS 613C
PI05639EB07A1791HF01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ13水漂,螢光黃,L,ZEUS 613C
PI05639EB07A1791HG01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ13水漂,螢光黃,XL,ZEUS 613C
PI05639EB07A18013E01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ14水漂,藍,M,ZEUS 613C
PI05639EB07A18013F01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ14水漂,藍,L,ZEUS 613C
PI05639EB07A18013G01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ14水漂,藍,XL,ZEUS 613C
PI05639EB07A1801BE01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ14水漂,紅,M,ZEUS 613C
PI05639EB07A1801BF01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ14水漂,紅,L,ZEUS 613C
PI05639EB07A1801BG01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ14水漂,紅,XL,ZEUS 613C
PI05639EB07A240A2E01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ15水漂,白紅,M,ZEUS 613C
PI05639EB07A240A2F01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ15水漂,白紅,L,ZEUS 613C
PI05639EB07A240A2G01,印尼隆輝,"613C",SNI,抗刮消光黑,AJ15水漂,白紅,XL,ZEUS 613C
PI05639EGB4A30812E01,印尼隆輝,"613C",SNI,國油綠3262C,AJ26水漂,綠,M,ZEUS 613C
PI05639EGB4A30812F01,印尼隆輝,"613C",SNI,國油綠3262C,AJ26水漂,綠,L,ZEUS 613C
PI05639EGB4A30812G01,印尼隆輝,"613C",SNI,國油綠3262C,AJ26水漂,綠,XL,ZEUS 613C
PI05639EH13000000E01,印尼隆輝,"613C",SNI,冷灰11C,素色,素色,M,ZEUS 613C
PI05639EH13000000F01,印尼隆輝,"613C",SNI,冷灰11C,素色,素色,L,ZEUS 613C
PI05639EH13000000G01,印尼隆輝,"613C",SNI,冷灰11C,素色,素色,XL,ZEUS 613C
PI05639ELJ9000000E01,印尼隆輝,"613C",SNI,抗刮消光APR-0022 指定銀藍,素色,素色,M,ZEUS 613C
PI05639ELJ9000000F01,印尼隆輝,"613C",SNI,抗刮消光APR-0022 指定銀藍,素色,素色,L,ZEUS 613C
PI05639ELJ9000000G01,印尼隆輝,"613C",SNI,抗刮消光APR-0022 指定銀藍,素色,素色,XL,ZEUS 613C
PI05639EW01000000E01,印尼隆輝,"613C",SNI,白,素色,素色,M,ZEUS 613C
PI05639EW01000000F01,印尼隆輝,"613C",SNI,白,素色,素色,L,ZEUS 613C
PI05639EW01000000G01,印尼隆輝,"613C",SNI,白,素色,素色,XL,ZEUS 613C
PI05639EW01A24712E01,印尼隆輝,"613C",SNI,白,AJ19水漂,綠,M,ZEUS 613C
PI05639EW01A24712F01,印尼隆輝,"613C",SNI,白,AJ19水漂,綠,L,ZEUS 613C
PI05639EW01A24712G01,印尼隆輝,"613C",SNI,白,AJ19水漂,綠,XL,ZEUS 613C
